Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Afghanistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,,,,,,,,,,,,3808.563246,3315.007743,3447.128186,2981.073186,3654.517017,3970.494755,5707.180828,5795.476701,5982.270331,7046.887313,7879.364093,7980.922368,7123.913892,8799.757808,9461.306772,10122.98554,10630.61366,10355.66041,11309.25064,10645.48282,11629.79256,10457.17672,10532.24891,11124.25161,11206.92172,11924.15102,11075.38851,10833.60074,10487.62138,10405.32369,9871.249287,10592.54595,10646.32139,10725.97862,10543.32664,10721.93817,11832.49987,13030.06621,
United Kingdom,3034.34976,3006.287045,3084.947084,3198.321678,3213.072549,3329.291628,3307.120766,3344.620535,3406.002101,3555.886118,3687.014668,3731.154341,3747.223559,3878.679544,3734.440572,3545.797318,3616.969902,3695.392276,3675.442159,3858.982439,3523.657268,3416.206628,3398.235191,3378.277566,3366.678912,3550.557823,3598.25288,3618.724965,3643.265329,3626.225,3597.007566,3708.495986,3685.49001,3712.182001,3729.114695,3727.466661,3878.061339,3759.678467,3786.866587,3783.753737,3785.472632,3785.737958,3682.127483,3730.998267,3705.870078,3691.547741,3612.711124,3444.768002,3394.568118,3195.422037
United States,5641.73553,5612.055027,5774.614288,5986.794686,6136.959388,6307.8954,6591.335979,6809.860502,7073.475631,7332.366277,7569.089792,7644.526416,7941.004116,8163.603245,7909.58785,7656.262588,8100.561836,8285.571584,8438.403307,8327.040057,7942.251073,7647.538197,7259.077802,7199.305365,7443.205767,7456.586977,7375.987474,7622.228,7849.966667,7889.996313,7671.552701,7631.521735,7677.393826,7709.836526,7757.139165,7763.363853,7844.012858,7828.535486,7803.653382,7923.247563,8056.547071,7825.176616,7838.518575,7788.317271,7875.278966,7840.532471,7691.539989,7747.682207,7502.98809,7075.105779
Upper middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2283.127371,2248.747568,2112.798677,2031.618657,1922.173123,1898.93892,1899.768722,1868.355308,1861.307849,1857.399611,1886.559468,1880.980484,1885.159348,1943.826575,1998.725829,2026.842629,2092.617391,2135.828072,2176.66393,
Uruguay,,,,,,,,,,,,858.0470041,873.4089011,846.278643,832.9459715,864.4004879,873.6721486,869.2539756,884.4566315,938.1459472,907.1227152,868.8280982,766.6724147,705.5652129,673.6637608,664.0838966,680.7257508,719.1729675,766.2395319,781.1479504,724.8292497,780.6838163,856.8670046,793.9954019,752.8545867,799.2062626,876.2036984,884.7786206,905.6817534,983.9398103,932.4878189,817.3242701,758.3435909,762.5154619,873.1780774,898.441884,962.7493539,953.0955448,1254.029631,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2260.604583,2294.67354,2110.354795,2141.782882,2077.713724,1868.422208,1898.643703,1895.043732,2072.304686,2097.704918,2058.458418,2044.899267,2104.361383,2005.733797,1928.829859,1794.257573,1844.497806,1812.615845,1848.925631,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",,,,,,,,,,,,1761.957146,1654.468188,1783.395236,2004.96969,1960.682997,1963.156492,2033.752326,2105.802842,2148.563316,2345.336912,2415.379757,2347.258924,2447.800116,2343.66011,2258.533792,2298.779338,2235.987939,2113.509825,2102.091786,2206.126582,2247.165421,2443.148265,2241.46584,2518.8806,2340.697727,2455.381744,2399.625419,2471.618332,2293.878577,2320.348813,2336.159903,2279.540048,2058.463816,2158.80124,2237.611469,2250.823129,2314.267001,2294.505101,
Vietnam,,,,,,,,,,,,398.8838552,394.6549704,401.0491155,375.4239942,386.0503852,350.4236346,354.3680154,355.1782907,358.2978425,364.4878957,362.831723,367.6627892,371.6189859,369.8974769,368.0947204,374.5788312,383.562753,379.2896322,366.6285855,367.4471299,366.061632,372.5192222,385.2687247,394.8562838,411.7840504,433.4858681,451.0866684,467.6685834,461.575179,477.4368394,496.7096986,529.2283456,543.2224508,608.362377,615.9340507,626.4916184,660.8192834,689.1829457,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1668.780855,1658.451095,1628.673435,1618.851698,1607.196664,1623.436312,1643.285245,1634.23117,1621.921483,1631.753232,1645.894415,1632.986121,1648.250753,1688.296128,1746.841646,1769.588868,1794.730339,1821.273692,1835.43418,
"Yemen, Rep.",,,,,,,,,,,,112.9018037,87.00217641,143.5561899,115.5397993,97.41394866,115.1859452,120.8625794,123.3438808,121.011927,151.7655814,144.1529097,163.3350268,166.6490966,168.2675655,171.3584553,178.888598,204.4439761,209.8197404,206.7635776,204.0836878,237.0564211,246.5284754,203.2428764,202.6765387,220.1255572,216.6950728,222.8551812,230.9584092,253.186807,260.7012214,281.1137295,264.3265784,284.9305503,302.1615715,312.7899705,316.9473085,323.8089234,326.3010754,
Zambia,,,,,,,,,,,,818.699068,844.5903951,865.003152,871.9805825,796.5458246,857.9169145,815.7417136,794.4318407,773.0028746,778.6415303,765.3866862,759.0898905,748.1462093,734.5652668,726.1666419,716.4783596,710.7706179,727.5800066,706.8108675,682.5295691,683.5118878,676.4601539,659.9761675,647.1180547,639.8869372,616.4905788,624.6724253,613.1884895,595.0751697,595.0926306,595.5993905,597.7810375,598.9860023,597.4401945,599.4838152,598.8611322,581.0487007,582.7949578,
Zimbabwe,,,,,,,,,,,,1010.330861,994.5507022,1017.619135,996.3535204,959.3211826,980.3544564,922.0968772,887.2590658,873.7632066,891.4712076,870.6376558,843.5163406,831.05116,812.8667885,837.344715,853.1805875,899.0363277,879.9269225,871.5434373,888.7192024,916.7884679,923.7494187,864.1181335,840.5938109,840.1524039,822.7337107,802.3633247,810.6060717,855.9102429,793.7143858,776.5705257,775.7039613,760.8197189,743.418124,777.790354,774.7593936,769.5261847,762.7451089
